Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
Walter Bates,40,10180.59,1,6.5,10,2012-8-10 9:19,"58605 Wiley Manor Apt. 796 Atkinstown, TX 41691",Jones LLC,0
Rita Young,44,8748.36,1,6.32,10,2015-10-6 18:31,"4331 Quinn Fords Suite 546 Traceyfort, CO 47194-7606","Butler, Riggs and Brown",0
David Sanders,41,8021.05,1,3.16,9,2016-10-5 16:14,Unit 6283 Box 6735 DPO AP 09454-8286,Wilson PLC,0
Thomas Richardson,44,10445.76,0,7.02,8,2014-10-11 14:08,"8204 Leach Point Suite 900 Port Melissafort, TN 80024",Schmidt-Schroeder,0
Victoria Shaffer,34,9919.38,0,4.43,8,2015-8-6 2:01,"2776 Maxwell Falls Lake Brian, MP 68585-6704",Green LLC,0
Dwayne Ryan,39,10741.9,0,5.48,8,2013-3-9 0:30,"676 Carlos Port Apt. 925 Anitamouth, VA 05134-0836",Williams and Sons,0
David Moore,40,7380.48,1,6.45,7,2007-9-4 21:22,Unit 8071 Box 5003 DPO AE 63421-4620,"Harris, Carter and Brown",0
Matthew Huffman,45,9649.26,1,3.77,9,2016-5-9 0:40,"1651 Amber Court Lake Robert, ND 52826","Johnson, Brown and Frazier",0
Mary Kent,42,9349.99,1,4.38,7,2011-12-9 19:21,Unit 0590 Box 7532 DPO AE 12062-5301,Houston-Cuevas,0
Molly Young,46,12849.1,0,4.97,8,2014-8-3 18:34,"54656 Grant Junctions Suite 070 New Toni, NM 42346","Silva, Wolfe and Ross",0
Eric Castro,38,10770.82,0,4.99,10,2016-6-19 1:23,"80338 Scott Trail New Sandraview, WV 30882",Campbell-Willis,0
Tammy Johnson,35,8828.59,0,6.77,9,2008-7-23 6:09,"653 Smith Avenue South David, GA 19037","Carr, Mills and Wilson",0
Mallory Powell,48,9921.89,0,3.73,9,2013-9-15 19:40,"6312 Stuart Stravenue Port Wesleychester, MN 71667-5670",Carter-Novak,0
Michael Nichols,45,6977.56,0,6.94,11,2007-2-24 23:32,"13664 Brandon Trail Robertshire, AK 53957",Rogers-Davis,0
Jason Stevenson,44,8580.85,0,5.52,10,2011-7-25 18:58,"605 Stephen Glens Lake Juan, SD 28552","Cruz, Moore and Olsen",0
Andrea Warner,46,10469.5,0,6.54,10,2011-3-24 17:01,"753 Hernandez Pines Apt. 505 North Manuelstad, MI 14141-9782",Bailey LLC,0
Susan Casey,55,8907.17,1,7.6,11,2016-1-7 23:17,"8392 Jose Islands Apt. 208 Davisbury, MA 60135-6097",Jenkins and Sons,0
Billy Garner,46,10050.61,0,4.99,7,2009-11-6 13:24,"68569 Sharon Centers Apt. 331 West Ryanport, FM 66389-2936",Brooks Inc,0
Matthew Dixon,38,10522.6,1,5.46,10,2007-12-27 12:11,"498 Oliver Station Suite 474 Lake Traceyberg, NV 37689-1762",Mata LLC,0
Jessica Sharp,34,9265.59,0,5.77,8,2013-6-24 6:57,"597 Jones Passage Apt. 958 Fischerbury, AK 60046",Pittman Inc,0
Elizabeth Drake,40,10930.16,1,6.63,7,2014-5-28 16:08,"540 Benjamin Villages East Ashley, TN 27044-8930",Francis-Powers,0
Tina Schmidt,45,10668.91,0,7.21,8,2011-9-21 5:53,"253 Megan Drive Apt. 447 Berryport, AL 03400-5942",Hall Ltd,0
Elizabeth Kennedy,47,11335.97,0,6.84,6,2014-6-26 2:50,"07770 Henry Ways Suite 523 Larsonchester, NE 05818","Davis, Curry and Wallace",0
Brandy Martinez,41,12247.91,0,5.08,9,2006-6-30 11:15,USNV Mcgee FPO AA 17726-1322,Smith Ltd,0
Trevor Henderson,47,9303.43,0,5.5,8,2010-4-14 20:39,USCGC Bailey FPO AA 06202-5064,Johnson-Rodriguez,0
Brandi Bryan,38,9826.29,0,4.93,8,2010-1-9 8:46,"502 Kenneth Trace Apt. 355 Huntshire, HI 51078","Graham, Wilson and Rios",0
Curtis Robinson,37,10565.59,0,4.76,10,2006-1-28 1:22,"59027 Andrea Neck Apt. 438 North Makaylaside, OR 67470-1233",Pearson-Gonzales,0
Daniel Barton,44,9855.18,0,6.94,7,2011-6-10 20:04,"551 Davis Crescent New Aliciaport, TX 94552-1600",Davidson Group,0
Carolyn Cabrera,51,7810.06,0,5.99,9,2012-8-9 19:53,"728 Sanders Centers Suite 047 Codyview, VI 66568",Friedman-Smith,0
Mary Marshall,39,11144.51,0,4.25,9,2008-3-7 11:04,"57559 Kelli Stream Apt. 332 Dunlapburgh, CA 43743-8629",Chavez-Patterson,0
Thomas Campbell,36,8931.09,1,7.55,7,2006-9-13 4:18,"PSC 9216, Box 6338 APO AP 73140",Williams LLC,0
Christopher Clark,50,8929.88,0,5.63,7,2012-4-22 17:32,"69666 Christian Forges Lake Noah, IL 14397",Thompson-Mcdonald,0
Rose White,35,9435.2,1,6.23,7,2006-3-29 18:27,"715 Ellis Squares New Kathleenland, NY 05913",Vang-Stewart,0
Derek Martinez,40,11553.65,1,4.43,6,2011-8-29 6:35,"3004 Nash Freeway North Craigville, CT 24488",Kramer PLC,0
Wendy Key,60,9621.04,1,7.65,8,2013-3-6 7:43,"98190 Gonzalez Drives Apt. 592 Lake Oliviachester, VT 54602-1656","Taylor, Johnson and George",0
Lisa Fisher,43,11401.42,0,3.63,10,2014-8-23 17:03,"7234 Amy Forge Suite 123 East Sarah, DC 50257-3728",Davis Inc,0
Kyle Hinton,43,10491.4,1,4.23,8,2014-9-14 6:55,"7029 Fowler Pike Heathermouth, OK 59658-7247","Woods, Herrera and Fritz",0
Travis Howell,44,10585.86,0,5.54,8,2006-3-23 14:01,"946 Glass Cliffs Suite 105 Ashleemouth, GU 89701-5653",Schroeder-Phillips,0
Vanessa Donaldson,52,10697.72,0,8.35,8,2013-5-14 23:24,"08605 Scott Stream Apt. 968 New Andrea, DC 08316-2838",Davis Group,0
Kathy Robertson,37,11430.75,0,5.99,10,2015-1-2 20:11,"7260 Boyd Shoal Thomasshire, MI 49243",Graham LLC,0
Katie Nichols,48,8465.53,1,4.98,9,2008-9-6 15:15,"PSC 5066, Box 5675 APO AP 96072-8914",Murray Inc,0
Shannon Miller,35,7759.15,1,6.06,10,2013-7-18 22:25,"826 Ross Causeway Wardshire, ME 25891",Nelson LLC,0
Stacy Marshall,42,13081.64,0,4.66,9,2012-5-12 13:03,"896 Kevin Orchard Apt. 755 West Rogerchester, KY 62941",Daniels LLC,0
Heather Little,33,4711.89,0,4.97,7,2009-9-24 1:06,"158 Aaron Station Apt. 788 Millsport, VA 88018",Vaughan Group,0
Jose Rowland,36,12252.57,0,5.13,8,2014-2-11 19:43,"186 Macdonald Causeway Woodstown, KY 52059-9294","Ross, Martinez and Dawson",0
Brittany Martinez,39,13029.61,1,4.83,8,2015-11-9 2:41,"4019 James Street Apt. 731 North Carmen, OK 01929","Ryan, Mcdonald and Garcia",0
Charles Ellison,43,10746.69,0,8.62,9,2011-8-30 12:50,"7082 Paul Divide Suite 132 New Nicolas, WI 35732",Mills Group,0
Dr. Kathleen Wiley,45,8665.79,0,5.09,9,2008-8-31 5:40,"1615 Angela Valley Henryfurt, ID 45145-3704",Clark Group,0
Justin Roman PhD,34,5447.16,1,4.13,9,2014-1-13 16:11,"489 Daniel Way Suite 895 West Yeseniamouth, ME 71475","Horton, Byrd and Hernandez",0
Daniel Todd,37,9772.95,1,3.81,8,2013-6-19 11:25,"7960 Ryan Circles Wilcoxhaven, ME 98912",Vega-Moss,0
Eugene Robertson,41,7464.08,0,3.74,8,2008-3-10 0:42,"87999 Knight Pine Apt. 281 Morenoland, ID 20602-9996",Miller-Wagner,0
Frank Chase,39,6168.66,1,4.71,8,2006-1-5 11:26,USNS Potts FPO AA 56275,"Harvey, Thompson and Moss",0
Nancy Martin,34,12567.53,0,3.36,11,2009-4-2 10:00,"512 Wesley Stream West Scottborough, ND 44332-3438",Diaz-Osborne,0
Duane Mcdonald,55,8280.03,0,6.33,5,2013-7-31 3:51,USNV Nielsen FPO AA 31326,Armstrong-Hicks,0
Heather Daniel,36,11274.98,0,4.12,10,2015-3-24 15:09,"25793 Phillips Cliff Travisview, WV 48402-6882","Martin, Dickerson and Roberson",0
Michelle Berry,42,9635.87,1,2.43,9,2013-12-10 16:06,"091 Mark Drive Suite 656 East Mirandaton, LA 67137-0061",Clark and Sons,0
Claire Rivera,48,13743.12,1,4.83,7,2016-5-24 4:02,"35166 Roberta Skyway Coreyfort, MO 59637-8470","Wade, Rowland and Jenkins",0
Benjamin Huff,45,8871.53,0,3.76,8,2007-3-6 12:55,"205 Hall Mission Apt. 211 South Matthew, HI 81737-8521","Hurley, Moody and Gomez",0
Bradley Chambers,37,8818.03,1,2.89,9,2014-5-4 18:26,"PSC 6159, Box 4526 APO AA 00585",Wilson LLC,0
Terry Kelley,37,9788.78,0,5.24,7,2013-2-25 23:36,USCGC Lee FPO AE 62096-3283,Long-Williams,0
Kenneth Fuller,34,6131.92,0,4.17,9,2013-2-13 3:34,"12801 Mcdowell Meadows Suite 614 Port Susanshire, OH 89980","Campbell, Williams and Mccarty",0
Stephen Reed,40,12043.27,1,5.04,7,2013-2-14 3:05,"486 Washington Fields Josephhaven, VI 31007",Todd LLC,0
Angela Holloway,40,12919.92,0,4.23,11,2009-10-29 16:25,"7488 Dana Mountain Suite 133 Lake Desireeport, MD 40139-0534",Ray-Rodriguez,0
David Carter,38,10367.14,0,5.92,9,2014-2-11 20:45,"478 Wilson Gateway Apt. 606 New Tanyafort, WA 18702",White Group,0
Nancy Bartlett,44,9063.16,1,4.76,8,2012-12-17 4:57,"862 Parks Center Apt. 794 Barrfort, NV 83967-0913",Porter-Dunn,0
Jason Hebert,40,10606.97,1,4.11,10,2013-3-19 10:44,"26996 Nicole Ridge Suite 342 Lake Robertside, OK 04293",Hawkins-Escobar,0
Gerald Mullins,42,8558.52,0,5.36,7,2009-6-4 17:54,"10282 Megan Island Port Carla, FM 85303-6406",Hamilton PLC,0
James Smith,43,11375.25,1,5.09,9,2013-4-29 23:11,"6510 Debra Estates Port Lucasberg, NY 90239-6448","Cooper, Martin and Reid",0
Samantha Munoz,48,8514.24,0,4.61,9,2007-9-21 20:21,"68861 Clarke Trail Apt. 668 Bakerchester, OK 24227",Garza Inc,0
Megan Smith,39,12019.93,0,4.87,10,2010-9-26 3:46,"733 Sophia Springs Suite 169 East Shawn, MO 90668-3810",Stanley and Sons,0
Gregory Chandler,38,9419.66,1,5.24,9,2006-3-26 0:38,"863 Marquez Brooks West Tommychester, MT 16982-2044",Gomez-Petersen,0
Crystal Smith,33,10309.71,1,2.96,7,2014-1-28 7:38,"893 Carla Trace Suite 132 Lake Aliciaport, AR 87567","Chan, Patterson and Smith",0
Juan Simmons PhD,47,10313.06,0,5.44,8,2010-11-8 2:42,"496 Watts Roads East Alejandro, NC 70921-5585",Martinez PLC,0
Monica Downs,34,13460.92,1,3.67,7,2007-5-25 8:54,"53283 Collins Walk Suite 363 South Shawnfort, MS 76289",Green PLC,0
Paul Wilson,54,10216.59,0,2.77,7,2008-1-17 16:01,"8764 Wilson Plaza New Sharonview, MT 83968","Williams, Mcintyre and Burns",0
Sandra Hogan,37,12766.24,0,3.72,9,2010-6-14 20:59,"12928 Heather Island Apt. 889 East Michelle, KY 96712-4016",Yu-Murillo,0
Anna Wood,38,11360.99,0,4.5,7,2008-8-6 5:26,"33021 Cody Falls Apt. 693 Bellfort, NM 76335-9037",Miranda-Sloan,0
Patrick Edwards,47,9166.22,0,3.51,9,2015-3-19 5:04,"215 Gardner Islands Apt. 747 East Jonathanmouth, AL 62844-5315",Pierce and Sons,0
Matthew Clayton,41,8996.04,1,6.19,9,2011-4-20 6:33,"866 Huffman Ports Suite 795 South Stacyport, KS 32492",Morgan and Sons,0
Mark Marquez,55,9743.57,0,5.89,8,2009-7-11 5:41,"631 Christopher Mount South Abigailport, LA 19480",Martin-Cobb,0
Alexis Allen,43,7686.13,1,7.17,8,2016-9-27 7:00,"7448 Jason Ridges Heatherfort, GU 92916-6774",Jones and Sons,0
Melissa Coleman,29,13255.05,1,4.89,8,2016-2-21 14:20,"9334 Colleen Passage Apt. 344 Michelleberg, MD 31481","Gonzalez, Abbott and Lane",0
Terry Curtis MD,48,8403.02,0,3.61,11,2016-3-13 7:22,"080 Jamie Way Cartermouth, MA 05582",Blackburn-Bush,0
Jessica Campbell,43,7277.27,1,5.98,8,2014-9-20 3:34,"510 Armstrong Square Davisshire, SC 57672-9166",Bates and Sons,0
Brandon Wilson,32,8575.71,0,4.26,9,2006-11-15 14:58,Unit 6545 Box 5723 DPO AP 79461,"Parker, Hoffman and Pugh",0
Meghan Jackson,46,9844.79,0,3.57,11,2010-1-3 10:44,"6574 Travis Extensions New Casey, RI 40982",Phillips-Peters,0
Jeffrey Simpson,42,7529.23,1,5.86,7,2006-2-15 12:09,"913 Thomas Dale Harristown, OR 05449-4141","Thompson, Vaughan and House",0
Cheryl Hernandez,46,4111.4,0,3.93,8,2010-2-18 18:40,"7772 Elizabeth Ridge North Chloe, AL 79941",Beltran Group,0
Amy Riddle,45,8389.84,1,6.81,5,2009-8-19 8:06,"4964 Page Estate East Richardmouth, OK 43652",Parker PLC,0
Linda Moore,40,7864.63,0,4.56,9,2008-9-11 19:53,"2736 Sharon Spring South Joshuafort, FM 69643",Wilson PLC,0
Carol Bush,39,8677.62,0,5.2,7,2007-2-26 18:24,"210 Ray Estates East Debbie, SD 40157-2687",Miller-Morgan,0
Gail Lopez,25,9672.03,0,5.49,8,2006-1-2 4:16,Unit 8122 Box 5528 DPO AP 49927,"Chapman, Howard and Campos",0
Joseph Bauer,33,11370.28,1,4.4,6,2010-3-8 19:38,"580 Beasley Junctions Apt. 927 Woodston, AZ 17941",Patterson LLC,0
Kayla Foley,44,13915.9,0,4.61,9,2008-4-4 4:04,"636 Dana Spurs Apt. 334 West Amytown, NC 29641","Campbell, Velasquez and Porter",0
Teresa Reyes,35,10999.05,0,4.76,10,2009-2-8 13:41,"831 Heidi Stream Apt. 991 West Taylorstad, ID 48825-5453","Mendez, Harris and Gordon",0
Shannon Potter,39,7636.98,0,5.56,9,2013-2-20 7:41,"741 Nicole Via Apt. 202 Lake Darrellberg, WI 22772","Riddle, Baldwin and Brown",0
Barbara Singleton,38,9461.83,0,4.9,10,2012-8-2 14:55,"176 Cheryl Plains Suite 253 Harrisonmouth, PW 17373-8223",Kennedy and Sons,0
Kayla Reeves,38,100,0,5.27,5,2006-10-3 9:01,"1511 Porter Drive Amberberg, NC 44608",Stewart-Lopez,0
Tami Smith,53,9655.25,0,4.44,10,2006-10-19 1:12,"30920 Bell Passage Suite 036 Annafort, PR 57518-0173",Neal and Sons,0
Brandon Hunter,45,15188.65,0,6.17,8,2010-7-7 22:11,"285 Rhonda Harbors Trevinochester, TX 18888-5407",Ramos PLC,0
Lisa Rodriguez,49,14124,1,3.02,10,2014-12-17 2:27,"567 Ian Loop Lambertberg, MA 68810-6480","Rocha, Wagner and Chandler",0
Eric Martin,44,14155.97,1,6.99,8,2006-5-31 9:24,"162 Paul Freeway Apt. 301 New Jessicaton, SC 29138",Warner-Welch,0
Sharon Hull,37,11294.26,0,4.95,10,2007-11-9 16:04,USCGC Collier FPO AE 40469-8677,Bradley-White,0
Allison Clark DDS,43,14241.75,0,3.73,12,2006-7-11 11:32,"PSC 9202, Box 1991 APO AA 75619",Robinson-Perez,0
Nicholas Williams,43,11334.3,0,3.47,9,2014-1-21 22:14,"600 Rachel Manor Port Mary, SD 03631-0936",Haley Inc,0
Wanda Hess,34,7818.13,0,6.11,8,2006-3-2 1:45,"3334 Alvarez Streets Apt. 358 Joyceton, MH 42340-8249",Mccarty-Stevens,0
Fernando Ramsey,47,11520.18,1,5.07,9,2014-12-4 9:09,"73285 Norman Ramp Apt. 829 Tommyport, ID 38974-8331",Anderson-Palmer,0
Sylvia Crawford,47,7996.78,1,5.45,8,2009-7-23 6:05,"032 Craig Lane Robertstown, AK 35233",Nguyen-Grant,0
Trevor Burns,27,8628.8,1,5.3,7,2016-4-11 8:58,"2786 Collins Loaf Susanchester, CT 84620-3615",King LLC,0
Kristen Terry,39,10292.19,0,4.99,8,2015-11-12 3:06,"2091 Antonio Tunnel Apt. 841 Gibsonburgh, GU 98706",Rodriguez Group,0
Mr. Joseph Garcia,32,11540.86,0,3,7,2008-12-30 8:28,"3028 Robles Road South Megan, CT 13834-0339","Zuniga, Clark and Shaffer",0
Lauren Nelson,40,7490.92,0,4.75,5,2013-8-5 20:26,"341 Benjamin Knolls Robertview, ND 28469-9018",Hall Inc,0
Frank Coleman,39,4316.73,1,4.79,9,2006-6-16 14:31,"686 Bonnie Locks Suite 704 Hayesburgh, SD 23695-5265",Pollard-Lambert,0
Faith Sanchez,41,11738.88,0,7.27,9,2009-6-26 18:06,"390 Johnson Glen Apt. 475 East Dawnbury, ME 42067",Frazier and Sons,0
Catherine Johnston,38,15509.97,0,4.65,8,2006-7-6 2:38,"590 Ware Mission East Markhaven, PR 46489","Thomas, Marks and Hurst",0
Anthony Green,52,12010.74,0,5.09,8,2010-2-26 16:33,"824 Ryan Orchard Rebeccabury, FL 02869","Miller, Gardner and Harris",0
Justin Brady,43,5907.07,0,5.89,8,2011-2-12 1:22,"9462 Samuel Place Lake Jamie, WV 34853",Hunter LLC,0
Hector Anderson,39,10510.95,0,2.87,9,2009-6-28 11:42,"321 Perez Village Ericaview, GU 17997",Rodriguez Inc,0
Jessica Hudson,43,8914.46,0,6.49,7,2008-4-21 23:26,"7255 Weber Port Davischester, ND 95345-7872","Smith, Marshall and Conway",0
Brittney Nichols,38,5353.97,0,6.25,9,2012-1-17 0:39,"85040 Denise Mills West Lynn, TN 21871","Johnson, Mills and Murphy",0
Mary Davis,36,12495.15,0,4.86,9,2016-6-8 11:44,"5304 Richards Run Apt. 960 Lake Emilyville, VA 21428","Jordan, Guerrero and Hoffman",0
Paula Rivera,45,13118.56,0,4.89,7,2010-5-16 9:00,"2518 Vargas Highway Suite 437 Port Briannaburgh, PA 26077","Rodriguez, Mcguire and Johnson",0
Lisa Munoz,39,5846.65,1,6.65,9,2007-3-27 15:23,"504 Knight Lodge Apt. 985 Annastad, NV 86484",Anderson Group,0
Kimberly Carrillo,37,7239.49,1,5.01,9,2013-4-18 6:03,"513 Bullock Alley New Diane, NM 39999",Rodriguez PLC,0
Charles Thompson,36,14003.88,1,3.54,6,2007-3-25 22:58,"066 Jenkins Walks Barbaramouth, LA 76409",Sawyer and Sons,0
Jasmin Sullivan,43,9891.3,0,5.75,11,2015-3-29 18:43,"22500 Paul Port Apt. 531 Nolanmouth, LA 85060-3073",Bailey-Rose,0
Christopher Martin,39,9655.42,1,5.5,8,2011-9-1 16:47,"2910 Deborah Haven Apt. 221 Gomezstad, PW 18580-1005","Wise, Nichols and Allen",0
Richard Gonzalez,49,7904.67,0,5.58,6,2008-11-5 6:32,"PSC 2039, Box 7808 APO AP 35117",Lee and Sons,0
Christopher Price,43,10598.35,1,6.72,8,2006-1-14 22:09,"PSC 8020, Box 7594 APO AE 50638",Porter-Johnson,0
Jeremy Garcia,31,10182.6,1,3.77,8,2012-10-19 2:30,"0414 Ellis Creek Apt. 971 Gailberg, WV 99255-4310",King LLC,0
Kevin Hebert,41,11316.69,0,6.23,10,2007-4-14 21:21,"281 Phyllis Port West Jessica, VT 75528-7229",Castro-Kline,0
Jessica Morris,43,6065.64,1,4.86,7,2011-1-26 13:35,"69465 Murphy Harbor Bishopchester, MP 09567",Hernandez Ltd,0
Wendy Wells,41,8907.76,0,6.99,7,2016-9-9 3:56,"81421 Joseph Canyon Apt. 100 Josephton, MT 11927-8464","Sanchez, Ferguson and Ramos",0
Amanda Barnett,45,9773.22,1,3.79,10,2009-6-4 9:14,"205 Campbell Highway Port Wyatt, AK 84887-4000",Lee Ltd,0
Willie George II,32,9036.27,0,7.14,11,2010-6-29 7:19,Unit 5118 Box 3795 DPO AA 27599,"Murphy, Davis and Zimmerman",0
Troy Burke,50,8193.77,0,5.13,8,2011-9-30 21:43,"2819 Wright Summit Nicholasmouth, CT 05051-3807",Austin LLC,0
Kyle Mcguire,30,10183.98,1,5.14,9,2009-2-13 23:12,"1005 Kevin Mews Bennettmouth, VI 93240-6963","Smith, Salazar and Ward",0
Adam Harris,44,9815.03,1,4.9,9,2016-5-29 6:00,"40488 Michael Forge Lake Heatherbury, OK 21867","Smith, Oconnor and Brown",0
Roy Marshall,43,6098.15,0,3.74,8,2014-2-19 4:42,"55334 William Square Kaylaland, TN 06847-1171","Harrison, Cox and Russell",0
Lisa Lee,45,13100.75,1,7.79,10,2010-5-8 1:45,"04983 Johnson Park Elizabethfurt, MT 88532",Clark-Dawson,0
Marc Price,40,10638.66,0,4.35,10,2008-7-26 11:52,"9411 Robinson Corners Apt. 595 North Samuelborough, GA 97735",Hayes-Hill,0
James Griffin,52,9519.64,0,5.61,8,2015-12-5 19:35,Unit 5498 Box 5539 DPO AP 33602,Walker Ltd,0
Leslie Lopez,50,10358.08,0,5.41,8,2014-7-31 11:31,"7364 Jessica Way New Jeremyside, ND 50029",Copeland Inc,0
Richard Jackson,46,7638.13,1,4.91,9,2007-3-15 5:45,"8169 Catherine Dam Grantville, MN 89963",Riley Group,0
Kevin Gordon MD,42,10807.46,1,6.74,7,2007-10-10 17:28,"66383 Williams Brooks Lake Richardside, NJ 36694","Dougherty, Guzman and Martin",0
Dean Spears,37,11945.5,1,5.37,8,2008-3-7 6:37,"25364 Snyder Bridge Cookton, WI 66968",Watkins-Gill,0
Kara Barnett,48,13597.5,0,6.45,8,2013-5-2 22:34,"5248 Cameron Ridges Suite 289 East Jeffreyport, MP 00728",Roberson Group,0
Kelly White,47,7364.12,1,3.65,9,2012-1-5 20:06,"77842 Jeffrey Common North Johnnytown, ND 76045",Allen LLC,0
Laura Turner,42,8934.99,1,6.21,8,2010-10-26 19:01,"46278 Austin Views Apt. 675 Port Paulfurt, KS 08809-6244","Johnson, Myers and Martinez",0
Hannah Mack,34,13672.54,0,6.05,6,2016-3-5 13:19,"412 Martin Village Apt. 913 Debbieside, NH 82863","Phillips, Shepherd and Davis",0
Christina Farmer,44,9446.84,0,4.59,10,2008-11-26 23:15,"95806 Fuller Crossroad Suite 269 Lake Denise, VA 86649",Gutierrez-Doyle,0
Patricia Deleon,36,11082.13,0,4.84,9,2012-4-5 16:54,"6857 Sean Heights New Caitlin, OR 57302",Cannon-Blevins,0
Peggy Rodriguez,38,10005.91,1,5.44,9,2009-3-31 19:37,"21549 Williams Ways Suite 186 East Crystalville, NV 65321",Brown LLC,0
Steven Price,38,11227.39,1,5.71,9,2011-4-5 7:23,"586 Gregory Gateway Suite 935 Port Deborah, OK 46332",Tran-Morris,0
Linda Mason,34,13574.25,0,5.2,9,2010-1-30 19:50,Unit 7583 Box 3011 DPO AP 05481,"Ballard, Underwood and Brown",0
Edward Rhodes,46,7876.84,1,6.41,10,2015-2-8 10:45,"56573 Emily Falls Apt. 917 Simpsontown, VA 11466-4489",Walker and Sons,0
Martin Williams MD,39,10413.93,0,3.75,11,2009-9-17 13:18,"9373 Carpenter Spur Michellebury, UT 07973",Valdez Group,0
Molly Perez,36,11079.61,1,4.12,9,2011-9-16 1:39,"236 Smith Lake Suite 670 West Charles, OK 98173",Allen PLC,0
David Hernandez,36,12192.94,1,6.46,9,2015-3-2 20:54,"719 Kenneth Port Suite 911 New Micheal, GU 32134",Lane and Sons,0
Brendan Garcia,47,9101.71,0,4.11,6,2013-7-20 0:18,USS Reed FPO AE 89292-3816,"Arnold, Skinner and Strickland",0
Curtis Phillips,38,12978.81,0,7.94,7,2011-7-21 16:04,Unit 6530 Box 3626 DPO AA 16636-7105,Sweeney-Hall,0
Frank Mann MD,43,8007.18,1,5.45,8,2009-4-13 22:54,"40205 Sellers Ville Apt. 983 Melanieview, DC 06529","Carter, Johnson and Franklin",0
Wayne Clark,43,6471.68,0,4.93,9,2008-6-19 1:29,"72663 John Turnpike West Ryan, NY 72119-1924",Brown-Coleman,0
Carol Johnston,33,14160.05,1,4.61,7,2015-11-19 9:40,"303 Brittany Landing Suite 749 Meghanmouth, TX 27021-4399",Lewis-Wilson,0
Cameron Brown,39,11490.75,0,4.93,8,2014-12-23 2:56,"783 Reyes Extension Suite 224 North Angela, IA 45864",Shaw-Jackson,0
Jacob Gutierrez,40,11338.94,0,6.23,7,2007-8-17 9:17,"8489 Christopher Circles Apt. 542 Sarahmouth, AL 61019-4480",Parrish LLC,0
Caitlin Johnston,28,11245.38,0,6.72,8,2016-12-9 9:29,"42425 John Estates Lake Jonathanshire, NJ 46554",Yang Ltd,0
Monica Graham,40,13987.59,1,5.58,7,2016-2-29 7:42,"3077 George Views Suite 883 Vangmouth, WI 86289",Anderson Group,0
Andrew Gates,48,12810.16,0,2.21,10,2015-3-27 4:57,"779 Jeremy Road Port Ryan, CO 89095-3953","Conner, Brown and Johnson",0
Alyssa Pitts,45,10976.03,0,4.5,10,2014-7-13 21:28,"881 Neal Mill Apt. 098 West Alexandra, RI 98586-9878","Smith, Anderson and Reyes",0
Robert Rowe,48,7737.57,1,4.19,9,2009-5-29 14:47,"16913 Robyn Overpass Apt. 119 Roweberg, MO 99456",Woods-Durham,0
Keith Perez,45,7748.34,0,4.2,8,2008-10-29 16:46,"467 Shannon Islands Apt. 468 Higginsville, GU 54051",Jensen-Smith,0
Benjamin Davenport,55,8270.52,1,5.15,8,2014-2-27 17:24,"7834 Day Garden Petersonburgh, ME 76865-5379",Morris Group,0
Joshua Turner,32,11715.72,0,4.73,9,2010-1-11 4:57,"8092 Travis Forge Suite 409 New Glenn, NH 92763",Neal Inc,0
Mathew Rivera,48,9219.4,1,5.91,6,2011-8-4 2:52,"05272 Angela Unions Suite 032 Lewischester, WV 61156-3281",Zamora-Cherry,0
Richard Underwood,45,5347.74,1,5.62,10,2014-7-27 23:34,"366 Jeremy Bypass North Kristin, NE 62364-9040",Gamble Ltd,0
Cathy Carney,42,9261.41,0,3.92,9,2009-6-27 5:38,"7816 Cynthia Unions Apt. 858 Elizabethhaven, KY 51905-4106",Carr and Sons,0
John Harris,41,11789.33,0,4.61,9,2006-7-4 11:18,"6339 Julie Canyon Apt. 275 Marshallchester, OK 68644",Barrett-Carrillo,0
John Walter,44,14023.22,1,3.49,10,2015-7-16 5:42,"80309 Davis Estate North Kelseyville, SC 01422-4929","Kennedy, Flores and Morris",0
Michael Lopez,36,9993.5,0,6.6,6,2014-2-25 2:59,"6626 Samantha Port Apt. 143 West Jennifermouth, SC 62851","May, King and Murray",0
Erik Martinez,41,6535.91,0,4.83,11,2014-2-17 8:26,"9780 Michelle Gateway Apt. 049 Lake Gabriellemouth, OK 06225",Martinez-Roberts,0
Sally Velazquez,44,12835.19,1,5.44,7,2015-5-6 22:58,"3227 Lin Port Ambermouth, WI 81808-7704","Patterson, Clark and Garrison",0
Thomas Spears,42,11654.34,0,5.06,10,2007-4-8 11:12,"5651 Ryan Roads Apt. 091 New Jenniferstad, OR 83943-6211","Chandler, Rivera and Fleming",0
Robin Sanchez,45,12200.96,1,4.7,6,2007-4-7 7:12,"2464 Cynthia Haven Apt. 333 Cynthiaport, FM 93220","Arellano, Smith and Lang",0
Janet Hayden,34,12813.91,0,2.41,7,2006-1-17 22:25,"118 Linda Street Suite 025 Hunterberg, WA 50583","Bishop, Edwards and Webb",0
Francisco Moore,36,10345.19,1,4.84,10,2016-4-22 21:07,"7433 Matthew Stream South Susan, NE 04017-0029",Carrillo-Potts,0
Tony Boone,49,8232.11,0,6.84,8,2006-4-18 10:56,"1484 Carter Court Stephentown, FL 02705-7717",Lopez-Nelson,0
Phillip Spears,52,14838.84,0,5.12,8,2010-3-20 11:41,"30813 Ponce Street Apt. 308 Nashville, MN 56455-2134",Welch-Houston,0
